"id","id_satker","id_akd","date","title","description","sifat_rapat","id_jenis_agenda","id_masa_persidangan","rapat_ke","dalam_rangka","tempat","jumlah_anggota","ketua_rapat","sekretaris_rapat","hadir","penandatangan","nama_ruu","nama_ketua_rapat","nomor_ketua_rapat","jabatan_ketua_rapat","fungsi","status","user_input","tanggal_input","user_update","tanggal_update"
23209,,10.0,2025-07-01 18:30:00.000,Rapat Kerja (Raker) Komisi X DPR RI dengan Menteri Pemuda dan Olahraga RI,"1. Pemaparan Anggaran Hasil Relaksasi APBN TA 2025.
2. Pembahasan RKA-K/L TA 2026 dan RKP K/L Tahun 2026",2,1.0,121.0,,,Ruang Rapat Komisi X DPR RI,,,,,,,,,,,1,alfian.rahman,2025-07-01 09:36:43.000,alfian.rahman,2025-07-01 09:36:43.000
23208,,10.0,2025-07-01 15:00:00.000,Rapat Kerja (Raker) Komisi X DPR RI dengan Menteri Pendidikan Dasar dan Menengah RI,"1. Pemaparan Anggaran Hasil Relaksasi APBN TA 2025.
2. Penyikapan atas Putusan MK Nomor 3/PUU-XXII/2024 tentang Pendidikan Dasar Tanpa Dipungut Biaya.
3. Pembahasan RKA-K/L TA 2026 dan RKP K/L Tahun 2026.",2,1.0,121.0,,,Ruang Rapat Komisi X DPR RI,,,,,,,,,,,1,alfian.rahman,2025-07-01 09:34:53.000,alfian.rahman,2025-07-01 09:34:53.000
23207,,10.0,2025-07-01 13:00:00.000,RDP Komisi X DPR RI dengan Kepala Perpusnas RI,"1. Pemaparan Anggaran Hasil RelaksasI APBN TA 2025.
2. Pembahasan RKA-K/L dan RKP K/L Tahun 2026.",2,2.0,121.0,,,Ruang Rapat Komisi X DPR RI,,,,,,,,,,,1,alfian.rahman,2025-07-01 09:32:17.000,alfian.rahman,2025-07-01 09:32:17.000
23206,,4.0,2025-07-01 15:00:00.000,Komisi IV DPR RI Rapat Dengar Pendapat (RDP) dengan Kepala Badan Karantina Indonesia,"Membahas: 
1. Pelaksanaan Program Kerja Triwulan I dan II; dan 
2. Pembukaan Blokir Anggaran Kementerian/Lembaga
",1,2.0,121.0,,,Ruang Rapat Komisi IV DPR RI ,,,,,,,,,,,1,tukiyo,2025-07-01 09:29:56.000,tukiyo,2025-07-01 09:29:56.000
23205,,4.0,2025-07-01 13:00:00.000,Komisi IV DPR RI Rapat Dengar Pendapat (RDP) dengan Kepala Badan Pangan Nasional,"Membahas: 
1. Pelaksanaan Program Kerja Triwulan I dan Triwulan II; dan 
2. Pembukaan Blokir Anggaran Kementerian/ Lembaga
",1,2.0,121.0,,,Ruang Rapat Komisi IV DPR RI ,,,,,,,,,,,1,tukiyo,2025-07-01 09:29:11.000,tukiyo,2025-07-01 09:29:11.000
23204,,23.0,2025-07-01 11:00:00.000,Rapat Paripurna Ke-21 Masa Persidangan IV Tahun Sidang 2024-2025,"1. Penyampaian Keterangan Pemerintah terhadap RUU tentang Pertanggungjawaban atas Pelaksanaan APBN TA 2024;
2. Tanggapan Pemerintah terhadap Pandangan Fraksi-Fraksi atas Kerangka Ekonomi Makro (KEM) dan Pokok-Pokok Kebijakan Fiskal (PPKF) RAPBN TA 2026;
3. Pendapat Fraksi-Fraksi atas Usul Rancangan Peraturan DPR RI tentang Renstra TA 2025-2029, dilanjutkan dengan pengambilan keputusan;
4. Penetapan Mitra Kerja Danantara, dilanjutkan dengan pengambilan keputusan.
",1,16.0,121.0,"21",,"Ruang Rapat Paripurna, Gedung Nusantara II Lantai 3 DPR RI",,,,,,,,,,,1,achmad.bahtiar,2025-07-01 09:22:40.000,achmad.bahtiar,2025-07-01 09:22:40.000
23203,,30.0,2025-06-30 15:00:00.000,"RDP dengan Dirjen Migas Kementerian ESDM RI, Kepala SKK Migas, Kepala BPH Migas dan Dirut PT Pertamina (Persero)","1.Performa penerimaan negara sektor Hulu Migas pada Tahun 2025 dan target Tahun 2026
2.Progres Lifting Migas Tahun 2025 dan target Tahun 2026
3.Realisasi kuota dan subsidi BBM dan LPG Tahun 2025 dan Proyeksi Tahun 2026
4.Pengawasan distribusi BBM dan LPG bersubsidi
5.	Proyeksi ICP Tahun 2026 
6.	Lain-lain",1,2.0,121.0,,,Ruang Rapat Komisi XII DPR RI,,,,,,,,,,,1,rati.aprilia,2025-06-30 18:43:28.000,rati.aprilia,2025-06-30 18:43:28.000
23202,,5.0,2025-06-02 10:00:00.000,"RDPU Komisi V DPR RI dengan :
1. Rektor Universitas Indonesia
2. Rektor Universitas Gajah Mada
3. Rektor Universitas Institut Teknologi Bandung
4. Rektor Universitas Hasanuddin dan
5. Rektor Universitas Katolik Soegijapranata ",Membahas Pemenuhan Standar Pelayanan Minimal Jalan Tol,1,3.0,121.0,,,Ruang Rapat Komisi V DPR RI (KK V),,,,,,,,,,,1,ahmad.subchan,2025-06-30 17:54:56.000,ahmad.subchan,2025-06-30 17:54:56.000
23201,,5.0,2025-07-01 13:00:00.000,"RDPU Komisi V DPR RI dengan :
1. INSTRAN (inisiasi Strategi Transportasi)
2. MTI (Masyarakat Transportasi Indonesia) 
3. ITDP (Institute or Transportation and Development Policy)",Membahas Pemenuhan Standar Pelayanan Minimal Jalan Tol,1,3.0,121.0,,,Ruang Rapat Komisi V DPR RI (KK V),,,,,,,,,,,1,ahmad.subchan,2025-06-30 17:43:41.000,ahmad.subchan,2025-06-30 17:43:41.000
23200,,23.0,2025-06-01 11:00:00.000,Rapat Paripurna Ke-21 Masa Persidangan IV Tahun Sidang 2024-2025,"1. Penyampaian Keterangan Pemerintah terhadap RUU tentang      Pertanggungjawaban atas Pelaksanaan APBN TA 2024;
2. Tanggapan Pemerintah terhadap Pandangan Fraksi-Fraksi atas Kerangka Ekonomi Makro (KEM) dan Pokok-Pokok Kebijakan Fiskal (PPKF) RAPBN TA 2026;
3. Pendapat Fraksi-Fraksi atas Usul Rancangan Peraturan DPR RI tentang Rencana Strategis Tahun 2025-2029, dilanjutkan dengan pengambilan keputusan;
4. Penetapan Mitra Kerja Danantara, dilanjutkan dengan pengambilan keputusan.",1,16.0,121.0,"21",,"Ruang Rapat Paripurna, Gedung Nusantara II Lantai 3 DPR RI",,,,,,,,,,,9,achmad.bahtiar,2025-06-30 17:08:18.000,achmad.bahtiar,2025-06-30 17:09:19.000
23199,,7.0,2025-07-01 15:00:00.000,Rapat Kerja Komisi VII DPR RI dengan Menteri UMKM RI,Pembahasan Progres Penyaluran Kredit Usaha Rakyat (KUR) kepada UMKM ,1,1.0,121.0,,,Ruang Rapat Komisi VII DPR RI,,,,,,,,,,,1,aga.dewantama,2025-06-30 17:02:49.000,aga.dewantama,2025-06-30 17:02:49.000
23198,,13.0,2025-06-30 15:24:00.000,Rapat Konsultasi Pengganti Rapat Badan Musyawarah,-,2,31.0,121.0,,,"Ruang Rapat Pimpinan, Gedung Nusantara III Lt. 2",,,,,,,,,,,1,tri.setiyani,2025-06-30 15:43:56.000,tri.setiyani,2025-06-30 15:43:56.000
23197,,2.0,2025-07-01 13:00:00.000,"Raker dan RDP Komisi II DPR RI dgn Mendagri, Menteri ATR/BPN RI, Rektor IPDN dan Gubernur se Indonesia ",Permasalahan wilayah dan tapal batas di pesisir dan kepulauan,1,1.0,121.0,,,Ruang Rapat Komisi II DPR RI ,,,,,,,,,,,1,fadhilah.afifah,2025-06-30 15:13:52.000,fadhilah.afifah,2025-06-30 15:13:52.000
23196,,31.0,2025-06-30 13:28:00.000,RDP Komisi XIII DPR RI dengan Dirjen Kenetagalistrikan KESDM RI dan Direktur Utam PT PLN,"1. Progrees bauran energi pembangkit tenaga listrik;
2. Realisasi dan proyeksi subsidi listrik Tahun 2025 dan TAhun 2026;
3. Progres program listrik desa",1,2.0,121.0,,,Ruang Rapat Komisi XIII DPR RI,,,,,,,,,,,1,liyanti.sihombing,2025-06-30 14:50:29.000,liyanti.sihombing,2025-06-30 14:50:29.000
23195,,9.0,2025-07-01 13:00:00.000,"Rapat Kerja Komisi IX DPR RI dengan Menteri Kesehatan RI,
Menteri Kependudukan dan Pembangunan Keluarga/BKKBN, Kepala Badan POM RI, dan Kepala Badan Gizi Nasional","1. Penyampaian Hasil Survei Status Gizi Indonesia (SSGI) 2024 oleh Kementerian Kesehatan RI, termasuk tren nasional dan daerah dalam
prevalensi stunting, wasting, dan gizi buruk serta provinsi/kabupaten prioritas yang mengalami peningkatan kasus;
2. Evaluasi Program Nasional Percepatan Penurunan
Stunting dan Wasting (a. Capaian intervensi spesifik dan sensitif oleh
Kementerian Kesehatan RI, BKKBN, dan BGN; b. Integrasi pelaksanaan program oleh PKB/PLKB, Puskesmas, dan Posyandu; c. Tantangan pelaksanaan di lapangan dan strategi percepatan yang diperlukan) 3. Penguatan Standar Gizi dan Pengawasan Produk Pangan (a. Penjelasan peran dan mandat masing-masing K/L dalam penetapan standar gizi nasional; b. Evaluasi pengawasan dan regulasi peredaran makanan olahan oleh Badan POM RI, termasuk makanan anak dan suplemen; c. Penerapan standar gizi nasional dalam pelaksanaan Program Makan Bergizi Gratis (MBG))",1,1.0,121.0,,,Ruang Rapat Komisi IX DPR RI,,,,,,,,,,,1,iswari.damai,2025-06-30 14:38:25.000,iswari.damai,2025-06-30 14:38:25.000
23194,,4.0,2025-06-30 14:00:00.000,Komisi IV DPR RI menerima Audiensi Dewan Presidium Pusat Forum Komunikasi Nelayan Nusantara (FKNN) ,"1. Pencemaran lingkungan wilayah penangkapan ikan; 
2. Tentang migrasi perijinan dari daerah ke pusat oleh kapal-kapal berukuran < 30 GT; dan 
3. Penerapan pemasangan alat VMS untuk penerbitan Surat Layak Operasi (SLO) oleh Kementerian Kelautan dan Perikanan 
",1,4.0,121.0,,,Ruang Rapat Komisiisi IV DPR RI (KK IV),,,,,,,,,,,1,tukiyo,2025-06-30 14:08:08.000,tukiyo,2025-06-30 14:08:08.000
23193,,15.0,2025-07-01 13:00:00.000,Rapat Kerja dengan Pemerintah dan Bank Indonesia,"1. Pembahasan Pembicaran Pendahuluan RAPBN TA 2026 dan RKP Tahun 2026.
2. Pembahasan Laporan Semester I dan Prognosis Semester II APBN TA 2025",1,1.0,121.0,,,Ruang Rapat Badan Anggaran DPR RI ,,,,,,,,,,,1,khaerudin,2025-06-30 12:54:39.000,khaerudin,2025-06-30 12:54:39.000
23192,,23.0,,Rapat Paripurna Ke-21 Masa Persidangan IV Tahun Sidang 2024-2025,Rapat Paripurna Ke-21 Masa Persidangan IV Tahun Sidang 2024-2025,1,16.0,121.0,"21",,"Ruang Rapat Paripurna, Gedung Nusantara II Lantai 3 DPR RI",,,,,,,,,,,1,achmad.bahtiar,2025-06-30 12:40:41.000,achmad.bahtiar,2025-06-30 12:40:41.000
23191,,12.0,2025-06-30 13:30:00.000,Rapat Pimpinan DPR RI,Membacakan surat-surat masuk dan lain-lain,2,18.0,121.0,,,Ruang Rapat Pimpinan Gedung Nusantara III Lantai 2,,,,,,,,,,,1,syarifah.khanif,2025-06-30 11:08:25.000,syarifah.khanif,2025-06-30 11:08:25.000
23190,,1.0,2025-04-28 10:20:00.000,Raker dan RDP dengan KASAL,"Pengembangan Sistem Keamanan Laut Yang Komprehensif Berkelanjutan, Adaptif, Responsif dan Inklusif.",1,1.0,120.0,,,Ruang Rapat Komisi I,,,,,,,,,,,1,wilis,2025-06-30 08:16:33.000,wilis,2025-06-30 08:16:33.000
23189,,5.0,2025-06-30 13:00:00.000,Raker Komisi V DPR RI dengan Menteri Perhubungan,Membahas permasalahan transportasi berbasis aplikasi/online,1,1.0,121.0,,,Ruang Rapat Komisi V DPR RI (KK V),,,,,,,,,,,1,ahmad.subchan,2025-06-29 12:32:56.000,ahmad.subchan,2025-06-29 12:32:56.000
23188,,5.0,2025-06-30 10:00:00.000,Raker Komisi V DPR RI dengan Menteri Transmigrasi,Membahas pengelolaan dan status kawasan Transmigrasi yang masuk kawasan hutan,1,1.0,121.0,,,Ruang Rapat Komisi V DPR RI (KK V),,,,,,,,,,,1,ahmad.subchan,2025-06-29 12:29:39.000,ahmad.subchan,2025-06-29 12:29:39.000
23187,,8.0,2025-06-30 15:00:00.000,Rapat Internal Panja Komisi VIII DPR RI mengenai Perubahan atas UU Nomor 34 Tahun 2014 tentang Pengelolaan Keuangan Haji,"Menyusun Program Kerja Masa Persidangan IV Tahun Sidang 2024-2025
",2,5.0,121.0,,,Ruang Rapat Komisi VIII DPR RI,,,,,,,,,,,1,budi.rahmat,2025-06-26 17:12:47.000,budi.rahmat,2025-06-26 17:12:47.000
23186,,8.0,2025-06-30 13:00:00.000,Rapat Internal Panja Komisi VIII DPR RI mengenai Perubahan atas UU Nomor 8 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umrah,"- Menyusun Program Kerja Masa Persidangan IV Tahun Sidang 2024-2025
- Pembahasan draf RUU hasil harmonisasi dan sinkronisasi Baleg",2,5.0,121.0,,,Ruang Rapat Komisi VIII DPR RI,,,,,,,,,,,1,budi.rahmat,2025-06-26 17:06:39.000,budi.rahmat,2025-06-26 17:06:39.000
23185,,20.0,2025-07-01 15:00:00.000,"RDPU dengan maskapai penerbangan (Batik Air, Citilink, Garuda Indonesia, Wings Air, Super Air Jet, Sriwijaya Air, dan Pelita Air)",masukan dari maskapai penerbangan,1,3.0,121.0,,,"Ruang Rapat BAKN DPR RI, Gedung Nusantara II Lantai 3",,,,,,,,,,,1,syarifah.khanif,2025-06-26 14:35:15.000,syarifah.khanif,2025-06-26 14:35:15.000
23184,,11.0,2025-07-01 14:00:00.000,RDPU Komisi XI dengan Calon Deputi Gubernur Bank Indonesia Periode Tahun 2025 - 2030,Fit and Proper Test Calon Deputi Gubernur Bank Indonesia Periode Tahun 2025 - 2030,1,3.0,121.0,,,"Ruang Rapat Komisi XI DPR RI, Gedung Nusantara I",,,,,,,,,,,1,rizky.putera,2025-06-26 09:36:26.000,rizky.putera,2025-06-26 09:36:26.000
23183,,11.0,2025-06-30 10:00:00.000,Rapat Kerja Komisi XI dengan Ketua DK OJK,Kebijakan co-payment industri asuransi,1,1.0,121.0,,,"Ruang Rapat Komisi XI DPR RI, Gedung Nusantara I",,,,,,,,,,,1,rizky.putera,2025-06-26 09:32:37.000,rizky.putera,2025-06-26 09:32:37.000
23182,,10.0,2025-06-26 11:30:00.000,Rapat Intern Komisi X DPR RI (Tertutup),"1. Menyusun program kerja (fungsi legislasi, fungsi anggaran, dan fungsi pengawasan) Komisi X DPR RI MP IV TS 2024—2025.
2. Rencana Kunker Komisi X DPR RI MP IV TS 2024—2025.
3. Laporan Kunker Reses Komisi X DPR RI pada MP III TS 2024—2025.
4. Lain-lain.",2,30.0,121.0,,,Ruang Rapat Komisi X DPR RI,,,,,,,,,,,1,alfian.rahman,2025-06-26 08:46:42.000,alfian.rahman,2025-06-26 08:46:42.000
23181,,10.0,2025-06-26 11:00:00.000,Rapat Intern Komisi X DPR RI,Penetapan Pimpinan Komisi X DPR RI Periode 2024—2029,1,30.0,121.0,,,Ruang Rapat Komisi X DPR RI,,,,,,,,,,,1,alfian.rahman,2025-06-26 08:44:36.000,alfian.rahman,2025-06-26 08:44:36.000
23180,,2.0,2025-06-26 10:00:00.000,Rapat Dengar Pendapat Komisi II DPR RI Panja Pengawasan Penerimaan Negara Bukan Pajak (PNBP) di Sektor Pertanahan,"-	Evaluasi proses dan sistem pemungutan dan pemanfaatan PNBP dari sektor
   Pertanahan.
-	Evaluasi kebijakan yang mengatur pemungutan Penerimaan Negara Bukan Pajak 
   (PNBP) di sektor pertanahan.
-	Optimalisasi dan eksplorasi potensi PNBP di sektor pertanahan.
",1,2.0,121.0,,,Ruang Rapat Komisi II DPR RI ,,,,,,,,,,,1,fadhilah.afifah,2025-06-26 08:40:14.000,fadhilah.afifah,2025-06-26 08:40:14.000
23179,,7.0,2025-06-26 14:00:00.000,Rapat Kerja Komisi VII DPR RI dengan Menteri Ekonomi Kreatif/Kepala Badan Ekonomi Kreatif RI,Laporan Pelaksanaan Program Kerja Kementerian Ekonomi Kreatif/Kepala Badan Ekonomi Kreatif RI,1,1.0,121.0,,,Ruang Rapat Komisi VII,,,,,,,,,,,1,aga.dewantama,2025-06-26 07:48:44.000,aga.dewantama,2025-06-26 07:48:44.000
23178,,8.0,2025-06-26 10:00:00.000,"RDPU Komisi VIII DPR RI dengan Ny. Yatmi, Wakil Direktur PT. Jaya Real Property Tbk, dan Pemda Kota Tangerang Selatan",Audiensi Mengenai Pembongkaran Tanah Wakaf Girik a.n. Alin Bin Embing dan Belasan Kuburan di Bintaro Exchange,1,3.0,121.0,,,Ruang Rapat Komisi VIII DPR RI,,,,,,,,,,,1,budi.rahmat,2025-06-25 18:51:29.000,budi.rahmat,2025-06-25 18:51:29.000
23177,,20.0,2025-06-25 11:23:00.000,Rapat Internal Pansus RUU Pengelolaan Ruang Udara,"1. Menyusun Jadwal Acara RUU tentang Pengelolaan Ruang Udara; dan
2. Lain-lain.
",2,9.0,121.0,,,"Ruang Rapat Komisi XIII, Gd. Nusantara II Lantai 3",,,,,,,,,,,1,tri.setiyani,2025-06-25 16:00:08.000,tri.setiyani,2025-06-25 16:00:08.000
23176,,4.0,2025-06-25 13:00:00.000,Rapat Dengar Pendapat Umum (RDPU) Panitia Kerja Penyusunan Rancangan Undang-Undang tentang Perubahan Keempat atas Undang-Undang Nomor 41 Tahun 1999 tentang Kehutanan dengan Pakar/Akademisi,"Menerima aspirasi, masukan, dan saran terkait Penyusunan Rancangan Undang-Undang tentang Perubahan keempat atas Undang-Undang Nomor 41 Tahun 1999 tentang Kehutanan ",1,3.0,121.0,,,Ulfa Nurfajar (Kabag Set. Komisi IV DPR RI),,,,,,,,,,,1,tukiyo,2025-06-25 12:38:14.000,tukiyo,2025-06-25 12:38:14.000
23175,,4.0,2025-06-25 10:00:00.000,Rapat Dengar Pendapat Umum (RDPU) Panitia Kerja Penyusunan Rancangan Undang-Undang tentang Perubahan Keempat atas Undang-Undang Nomor 41 Tahun 1999 tentang Kehutanan dengan Asosiasi/Lembaga Swadaya Masyarakat ,"Menerima aspirasi, masukan, dan saran terkait Penyusunan Rancangan Undang-Undang tentang Perubahan keempat atas Undang-Undang Nomor 41 Tahun 1999 tentang Kehutanan ",1,3.0,121.0,,,Ruang Rapat Komisi IV DPR RI (KK IV),,,,,,,,,,,1,tukiyo,2025-06-25 11:23:14.000,tukiyo,2025-06-25 11:23:14.000
23174,,30.0,2025-06-24 13:00:00.000,Rapat Internal Komisi XII DPR RI (Tertutup),"1.	Menetapkan Jadwal Acara Rapat Komisi XII DPR RI Masa Persidangan IV Tahun Sidang 2024-2025;
2.	Menetapkan Daerah Tujuan Kunker Reses Masa Persidangan IV Tahun Sidang 2024-2025, yaitu:
a.	Provinsi Maluku (Pertambangan dan Lingkungan Hidup);
b.	Provinsi NTT (Medco Solat NTT dan Geothermal dll)
c.	Provinsi Kepulauan Bangka Belitung (PT Timah Tbk, PT PLN Nusantara Power Services (PLTU Bangka), PT Energy Karya Persada (PLTBm Tempilang 2, PT Mahakarsa Biru Energi Tbk)
3.	Kelanjutan pembahasan RUU EBET dan pembentukan Panja RUU EBET, dan kelanjutan pembahasan RUU Ketenagalistrikan
4.	Pembentukan Panja Peningkatan Pendapatan Negara (PPN)
5.	Lain-lain.
",2,5.0,121.0,,,Ruang Rapat Komisi XII DPR RI,,,,,,,,,,,1,dewi.novitasari,2025-06-25 11:02:34.000,dewi.novitasari,2025-06-25 11:02:34.000
23173,,30.0,2025-06-25 10:00:00.000,Rapat Audiensi Komisi XII DPR RI dengan Komisi III DPRD Provinsi Kalimantan Timur,Rencana pengelolaan Energi dan Sumber Daya Alam di Provinsi Kalimantan Timur,1,4.0,121.0,,,Ruang Rapat Komisi XII DPR RI,,,,,,,,,,,1,dewi.novitasari,2025-06-25 10:46:51.000,dewi.novitasari,2025-06-25 10:46:51.000
23172,,1.0,2025-04-23 10:00:00.000,RDPU Komisi I DPR RI dengan Pakar dan Akademisi,Masukan atas RUU tentang Pengesahan Persetujuan antara Pemerintah RI dan Pemerintah Republik Sosialisasi Vietnam tentang Penetapan Batas Zona Ekonomis Eksklusif,1,3.0,120.0,,,"Ruang Rapat Komisi I DPR RI, Gedung Nusantara II",,,,,,,,,,,1,etika.chasanah,2025-06-25 09:34:31.000,etika.chasanah,2025-06-25 09:34:31.000
23171,,1.0,2025-04-23 10:00:00.000,RDPU Komisi I DPR RI dengan Pakar dan Akademisi,Masukan atas RUU tentang Pengesahan Persetujuan antara Pemerintah RI dan Pemerintah Republik Sosialisasi Vietnam tentang Penetapan Batas Zona Ekonomis Eksklusif,1,3.0,120.0,,,"Ruang Rapat Komisi I DPR RI, Gedung Nusantara II",,,,,,,,,,,1,etika.chasanah,2025-06-25 09:34:30.000,etika.chasanah,2025-06-25 09:34:30.000
23170,,8.0,2025-06-25 13:00:00.000,Rapat Internal Komisi VIII DPR RI,Pembahasan Mekanisme Penyusunan Fit and Profer Test Calon Anggota Unsur Pengarah Penanggulangan Bencana dari Masyarakat Profesional,2,5.0,121.0,,,Ruang Rapat Komisi VIII DPR RI,,,,,,,,,,,1,budi.rahmat,2025-06-24 18:12:55.000,budi.rahmat,2025-06-24 18:12:55.000
23169,,8.0,2025-06-25 10:00:00.000,Rapat Internal Komisi VIII DPR RI ,Penyusunan Laporan Hasil Pengawasan Penyelenggaraan Ibadah Haji Tahun 1446 H/2025 M Tahap I dan Tahap II,2,5.0,121.0,,,Ruang Rapat Komisi VIII DPR RI,,,,,,,,,,,1,budi.rahmat,2025-06-24 18:03:39.000,budi.rahmat,2025-06-24 18:03:39.000
23168,,11.0,2025-06-25 13:00:00.000,Rapat Internal Komisi XI ,Pembentukan Jadwal Sidang Komisi XI ,2,5.0,121.0,,,Ruang Rapat Komisi XI ,,,,,,,,,,,1,rizky.putera,2025-06-24 16:57:38.000,rizky.putera,2025-06-24 16:57:38.000
23167,,1.0,2025-06-25 12:00:00.000,Rapat Intern Komisi I DPR RI ,"1. Pembahasan dan Penetapan rencana kegiatan Komisi I DPR RI pada MP IV TS 2024-2025; dan 
2. Lain-lain.",2,5.0,121.0,,,Ruang Rapat Komisi I DPR RI,,,,,,,,,,,1,rahardjo.herutomo,2025-06-24 14:29:04.000,rahardjo.herutomo,2025-06-24 14:29:04.000
